TransactionId,FraudResult
TransactionId_13661,-7.139491719853307e-07
TransactionId_83505,2.813524692436591e-06
TransactionId_126966,6.227308761161337e-06
TransactionId_63777,5.281255724604909e-06
TransactionId_36956,2.813524692436591e-06
TransactionId_108834,5.281255724604909e-06
TransactionId_89292,2.813524692436591e-06
TransactionId_98507,5.844919418474692e-07
TransactionId_60362,2.813524692436591e-06
TransactionId_59111,5.844919418474692e-07
TransactionId_4722,2.813524692436591e-06
TransactionId_29893,-1.8551870143346312e-05
TransactionId_103059,2.3210386457108429e-07
TransactionId_63555,1.5709805884515547e-06
TransactionId_25898,-7.139491719853307e-07
TransactionId_96948,5.844919418474692e-07
TransactionId_90690,2.813524692436591e-06
TransactionId_23625,2.813524692436591e-06
TransactionId_20059,2.813524692436591e-06
TransactionId_22221,-1.409601102055974e-06
TransactionId_18281,-0.0012860429541894831
TransactionId_18268,2.813524692436591e-06
TransactionId_103226,2.813524692436591e-06
TransactionId_100442,5.844919418474692e-07
TransactionId_32651,2.813524692436591e-06
TransactionId_82785,1.5709805884515547e-06
TransactionId_85564,1.5709805884515547e-06
TransactionId_29019,5.281255724604909e-06
TransactionId_30611,2.813524692436591e-06
TransactionId_35814,3.8872276482949345e-05
TransactionId_137440,2.813524692436591e-06
TransactionId_122995,4.0076189449696084e-06
TransactionId_103962,2.813524692436591e-06
TransactionId_105990,4.0076189449696084e-06
TransactionId_105088,3.3119670148989753e-06
TransactionId_33792,2.813524692436591e-06
TransactionId_95923,2.813524692436591e-06
TransactionId_114981,2.3210386457108429e-07
TransactionId_100174,-7.139491719853307e-07
TransactionId_123960,2.813524692436591e-06
TransactionId_10420,3.5091766225072494e-06
TransactionId_51526,5.844919418474692e-07
TransactionId_127443,2.813524692436591e-06
TransactionId_22283,4.585603794534278e-06
TransactionId_113727,2.813524692436591e-06
TransactionId_45302,4.0076189449696084e-06
TransactionId_3846,-9.653485517473126e-05
TransactionId_30250,-0.0033595606665568177
TransactionId_20522,5.916612204956527e-05
TransactionId_62032,0.0003934611663122759
TransactionId_34235,2.813524692436591e-06
TransactionId_48014,-2.8716759631468972e-06
TransactionId_25496,2.813524692436591e-06
TransactionId_2371,-9.653485517473126e-05
TransactionId_90713,5.281255724604909e-06
TransactionId_50894,1.5709805884515547e-06
TransactionId_21967,2.813524692436591e-06
TransactionId_63103,2.8694217022843695e-06
TransactionId_98625,4.0076189449696084e-06
TransactionId_76886,4.0076189449696084e-06
TransactionId_13307,1.5709805884515547e-06
TransactionId_67793,2.813524692436591e-06
TransactionId_55407,4.585603794534278e-06
TransactionId_37366,5.794106382944123e-06
TransactionId_87164,2.813524692436591e-06
TransactionId_83606,-7.139491719853307e-07
TransactionId_110180,-7.139491719853307e-07
TransactionId_130256,-1.5024547674163043e-05
TransactionId_8106,2.813524692436591e-06
TransactionId_70582,0.00012503010644505976
TransactionId_99743,-7.139491719853307e-07
TransactionId_52273,7.715688436767286e-06
TransactionId_134302,4.585603794534278e-06
TransactionId_92615,6.7696354002108824e-06
TransactionId_12657,2.813524692436591e-06
TransactionId_50717,0.00012503010644505976
TransactionId_140079,2.813524692436591e-06
TransactionId_10668,2.813524692436591e-06
TransactionId_8023,0.0005046060355472119
TransactionId_94471,4.6172158020531914e-07
TransactionId_85903,4.0076189449696084e-06
TransactionId_140226,2.813524692436591e-06
TransactionId_22853,-1.409601102055974e-06
TransactionId_74757,-0.00010433118527914159
TransactionId_125128,-1.409601102055974e-06
TransactionId_6066,-7.139491719853307e-07
TransactionId_74290,2.813524692436591e-06
TransactionId_99172,-1.409601102055974e-06
TransactionId_54384,3.3119670148989753e-06
TransactionId_33601,2.813524692436591e-06
TransactionId_22049,-6.11001183130007e-06
TransactionId_33395,2.813524692436591e-06
TransactionId_121387,5.281255724604909e-06
TransactionId_45879,2.813524692436591e-06
TransactionId_123889,0.06598788886186568
TransactionId_59526,-0.001073168173008882
TransactionId_131602,3.3119670148989753e-06
TransactionId_98042,2.813524692436591e-06
TransactionId_65256,5.281255724604909e-06
TransactionId_104612,2.813524692436591e-06
TransactionId_27395,3.5091766225072494e-06
TransactionId_119206,4.466100575036037e-05
TransactionId_54550,2.813524692436591e-06
TransactionId_85897,-7.139491719853307e-07
TransactionId_58375,2.813524692436591e-06
TransactionId_74032,2.582528097155923e-05
TransactionId_28315,2.813524692436591e-06
TransactionId_9781,5.281255724604909e-06
TransactionId_79146,2.813524692436591e-06
TransactionId_26774,0.023407107822358525
TransactionId_110178,-7.139491719853307e-07
TransactionId_118665,2.813524692436591e-06
TransactionId_83056,-7.139491719853307e-07
TransactionId_123637,2.813524692436591e-06
TransactionId_135778,-5.614082992159741e-06
TransactionId_128583,5.844919418474692e-07
TransactionId_78505,4.0076189449696084e-06
TransactionId_79598,2.813524692436591e-06
TransactionId_121922,2.813524692436591e-06
TransactionId_91757,5.844919418474692e-07
TransactionId_49559,2.813524692436591e-06
TransactionId_93971,2.813524692436591e-06
TransactionId_45174,5.281255724604909e-06
TransactionId_135259,2.813524692436591e-06
TransactionId_85175,5.281255724604909e-06
TransactionId_124655,2.813524692436591e-06
TransactionId_124212,5.844919418474692e-07
TransactionId_52631,2.813524692436591e-06
TransactionId_139973,-1.409601102055974e-06
TransactionId_21635,5.281255724604909e-06
TransactionId_22192,5.844919418474692e-07
TransactionId_136901,2.813524692436591e-06
TransactionId_22889,2.813524692436591e-06
TransactionId_10047,4.0076189449696084e-06
TransactionId_61443,2.813524692436591e-06
TransactionId_31887,-7.139491719853307e-07
TransactionId_15667,2.813524692436591e-06
TransactionId_134721,5.281255724604909e-06
TransactionId_25136,2.813524692436591e-06
TransactionId_25061,3.8872276482949345e-05
TransactionId_27832,2.813524692436591e-06
TransactionId_95709,4.585603794534278e-06
TransactionId_88017,2.813524692436591e-06
TransactionId_108233,4.585603794534278e-06
TransactionId_115179,2.813524692436591e-06
TransactionId_117091,5.844919418474692e-07
TransactionId_30721,2.813524692436591e-06
TransactionId_93648,0.00024687556077413933
TransactionId_7518,2.813524692436591e-06
TransactionId_42395,5.281255724604909e-06
TransactionId_2293,-1.409601102055974e-06
TransactionId_56119,2.813524692436591e-06
TransactionId_110135,2.813524692436591e-06
TransactionId_17218,1.5709805884515547e-06
TransactionId_11686,4.0076189449696084e-06
TransactionId_105547,-7.139491719853307e-07
TransactionId_100041,3.5091766225072494e-06
TransactionId_58643,2.813524692436591e-06
TransactionId_69054,2.813524692436591e-06
TransactionId_121338,3.3119670148989753e-06
TransactionId_5596,2.813524692436591e-06
TransactionId_30542,5.916612204956527e-05
TransactionId_68034,2.813524692436591e-06
TransactionId_91340,1.5709805884515547e-06
TransactionId_119731,-0.0010315566216528912
TransactionId_54539,5.281255724604909e-06
TransactionId_19297,1.5709805884515547e-06
TransactionId_61198,-7.139491719853307e-07
TransactionId_35402,2.813524692436591e-06
TransactionId_134434,1.5709805884515547e-06
TransactionId_83907,1.5709805884515547e-06
TransactionId_22701,-7.139491719853307e-07
TransactionId_82297,2.813524692436591e-06
TransactionId_124790,-7.139491719853307e-07
TransactionId_133576,2.813524692436591e-06
TransactionId_70558,5.281255724604909e-06
TransactionId_124627,2.813524692436591e-06
TransactionId_111815,5.281255724604909e-06
TransactionId_5778,2.813524692436591e-06
TransactionId_28894,3.5091766225072494e-06
TransactionId_110767,3.844950719551103e-06
TransactionId_58250,2.813524692436591e-06
TransactionId_44851,-7.139491719853307e-07
TransactionId_38942,4.0076189449696084e-06
TransactionId_105455,2.813524692436591e-06
TransactionId_96255,5.844919418474692e-07
TransactionId_95383,5.844919418474692e-07
TransactionId_16017,2.813524692436591e-06
TransactionId_16875,5.844919418474692e-07
TransactionId_22998,2.8694217022843695e-06
TransactionId_103917,2.813524692436591e-06
TransactionId_113264,-6.20744243907854e-05
TransactionId_121485,2.813524692436591e-06
TransactionId_79516,0.0003934611663122759
TransactionId_112429,-6.20744243907854e-05
TransactionId_100182,0.00012703322066371145
TransactionId_44775,0.00012368157371650792
TransactionId_25256,2.813524692436591e-06
TransactionId_75434,3.3119670148989753e-06
TransactionId_8090,2.813524692436591e-06
TransactionId_108655,-1.8551870143346312e-05
TransactionId_71502,-1.111599882231621e-07
TransactionId_95198,5.281255724604909e-06
TransactionId_26274,2.3210386457108429e-07
TransactionId_101104,2.813524692436591e-06
TransactionId_6298,-1.409601102055974e-06
TransactionId_59001,5.281255724604909e-06
TransactionId_15930,5.281255724604909e-06
TransactionId_52833,2.813524692436591e-06
TransactionId_100752,2.813524692436591e-06
TransactionId_44356,-1.409601102055974e-06
TransactionId_43193,-1.5625624227385856e-05
TransactionId_82556,-0.00016258343242748507
TransactionId_16332,-0.00016258343242748507
TransactionId_68799,-1.409601102055974e-06
TransactionId_111325,-7.139491719853307e-07
TransactionId_83948,-7.139491719853307e-07
TransactionId_25231,2.813524692436591e-06
TransactionId_46274,0.00012503010644505976
TransactionId_5195,-0.00016258343242748507
TransactionId_129670,2.813524692436591e-06
TransactionId_36380,-0.00016258343242748507
TransactionId_87745,5.281255724604909e-06
TransactionId_103234,2.813524692436591e-06
TransactionId_40812,-6.614891433123805e-05
TransactionId_113011,-0.0009976594912269932
TransactionId_82101,3.3119670148989753e-06
TransactionId_86603,-1.111599882231621e-07
TransactionId_63018,0.0003934611663122759
TransactionId_57617,2.813524692436591e-06
TransactionId_37899,2.813524692436591e-06
TransactionId_43971,-1.4134240341957095e-05
TransactionId_18184,-0.0009976594912269932
TransactionId_100428,0.0003934611663122759
TransactionId_5369,-1.8551870143346312e-05
TransactionId_90439,5.281255724604909e-06
TransactionId_99894,5.281255724604909e-06
TransactionId_59114,0.763670362351823
TransactionId_36185,0.763670362351823
TransactionId_70295,9.782142911037471e-06
TransactionId_98831,5.844919418474692e-07
TransactionId_18001,0.763670362351823
TransactionId_140530,2.813524692436591e-06
TransactionId_38835,0.763670362351823
TransactionId_111983,3.5091766225072494e-06
TransactionId_73741,5.844919418474692e-07
TransactionId_20177,5.281255724604909e-06
TransactionId_138004,2.813524692436591e-06
TransactionId_34607,2.813524692436591e-06
TransactionId_519,5.281255724604909e-06
TransactionId_7225,3.844950719551103e-06
TransactionId_13933,2.813524692436591e-06
TransactionId_120157,2.813524692436591e-06
TransactionId_120624,0.00029027364768665476
TransactionId_138257,2.813524692436591e-06
TransactionId_110146,-1.409601102055974e-06
TransactionId_97714,2.813524692436591e-06
TransactionId_16053,1.5709805884515547e-06
TransactionId_117729,-0.00011860141761805591
TransactionId_94560,4.6172158020531914e-07
TransactionId_87926,5.844919418474692e-07
TransactionId_118225,2.813524692436591e-06
TransactionId_6921,4.585603794534278e-06
TransactionId_39479,2.813524692436591e-06
TransactionId_54237,5.281255724604909e-06
TransactionId_90110,2.813524692436591e-06
TransactionId_26936,5.281255724604909e-06
TransactionId_56254,2.813524692436591e-06
TransactionId_3023,5.281255724604909e-06
TransactionId_81454,3.8872276482949345e-05
TransactionId_61431,2.813524692436591e-06
TransactionId_113050,-1.409601102055974e-06
TransactionId_30318,2.813524692436591e-06
TransactionId_105686,3.8872276482949345e-05
TransactionId_84798,-0.0003599518438140566
TransactionId_123058,-1.409601102055974e-06
TransactionId_137904,2.813524692436591e-06
TransactionId_102526,-0.0003599518438140566
TransactionId_26886,-1.409601102055974e-06
TransactionId_48210,-5.614082992159741e-06
TransactionId_123120,-5.614082992159741e-06
TransactionId_123113,-5.614082992159741e-06
TransactionId_10311,-5.614082992159741e-06
TransactionId_31455,-5.614082992159741e-06
TransactionId_102438,-5.614082992159741e-06
TransactionId_133732,-5.614082992159741e-06
TransactionId_139583,-5.614082992159741e-06
TransactionId_133714,-5.614082992159741e-06
TransactionId_30107,-5.614082992159741e-06
TransactionId_4178,-5.614082992159741e-06
TransactionId_85679,-5.614082992159741e-06
TransactionId_39039,-5.614082992159741e-06
TransactionId_20443,-5.614082992159741e-06
TransactionId_58614,-5.614082992159741e-06
TransactionId_131057,-5.614082992159741e-06
TransactionId_97768,-5.614082992159741e-06
TransactionId_77789,-5.614082992159741e-06
TransactionId_24616,-5.614082992159741e-06
TransactionId_92891,-5.614082992159741e-06
TransactionId_100981,-7.139491719853307e-07
TransactionId_118704,2.813524692436591e-06
TransactionId_65971,-0.00017169847042711907
TransactionId_80849,5.281255724604909e-06
TransactionId_94821,5.281255724604909e-06
TransactionId_20512,2.813524692436591e-06
TransactionId_124376,0.0002688614508144719
TransactionId_4338,3.3119670148989753e-06
TransactionId_91874,2.813524692436591e-06
TransactionId_137197,5.281255724604909e-06
TransactionId_69608,2.813524692436591e-06
TransactionId_138548,5.281255724604909e-06
TransactionId_99947,0.0002688614508144719
TransactionId_118799,-1.8551870143346312e-05
TransactionId_94925,5.281255724604909e-06
TransactionId_24976,2.813524692436591e-06
TransactionId_17242,-1.409601102055974e-06
TransactionId_122832,3.5091766225072494e-06
TransactionId_44676,2.813524692436591e-06
TransactionId_104395,0.028318468599402864
TransactionId_28106,4.0076189449696084e-06
TransactionId_95473,2.813524692436591e-06
TransactionId_34227,5.281255724604909e-06
TransactionId_19919,2.813524692436591e-06
TransactionId_132138,4.0076189449696084e-06
TransactionId_25649,5.281255724604909e-06
TransactionId_22914,2.813524692436591e-06
TransactionId_59328,5.281255724604909e-06
TransactionId_18629,-0.00016258343242748507
TransactionId_42898,-1.409601102055974e-06
TransactionId_41485,4.0076189449696084e-06
TransactionId_99849,2.813524692436591e-06
TransactionId_14523,-1.409601102055974e-06
TransactionId_78615,-1.8551870143346312e-05
TransactionId_63274,-7.139491719853307e-07
TransactionId_37492,2.813524692436591e-06
TransactionId_67255,6.227308761161337e-06
TransactionId_77318,-0.0009546552711858628
TransactionId_116302,3.5091766225072494e-06
TransactionId_136100,2.813524692436591e-06
TransactionId_39139,3.8872276482949345e-05
TransactionId_127280,9.782142911037471e-06
TransactionId_14836,2.813524692436591e-06
TransactionId_36531,0.00012503010644505976
TransactionId_78156,5.281255724604909e-06
TransactionId_20259,5.281255724604909e-06
TransactionId_15228,2.813524692436591e-06
TransactionId_103610,2.813524692436591e-06
TransactionId_57471,5.844919418474692e-07
TransactionId_39560,2.813524692436591e-06
TransactionId_98884,0.0002688614508144719
TransactionId_73576,5.281255724604909e-06
TransactionId_87575,2.813524692436591e-06
TransactionId_133553,-1.8551870143346312e-05
TransactionId_86978,0.0003934611663122759
TransactionId_119227,4.585603794534278e-06
TransactionId_129483,2.813524692436591e-06
TransactionId_119498,-7.139491719853307e-07
TransactionId_43352,2.3210386457108429e-07
TransactionId_36996,2.813524692436591e-06
TransactionId_41289,3.3119670148989753e-06
TransactionId_61931,-1.8551870143346312e-05
TransactionId_136033,2.813524692436591e-06
TransactionId_58154,0.0003934611663122759
TransactionId_128674,5.794106382944123e-06
TransactionId_3193,1.5709805884515547e-06
TransactionId_54558,-4.447457791283295e-05
TransactionId_139095,-0.013452817549978001
TransactionId_80622,-4.447457791283295e-05
TransactionId_18696,-0.00043326129310459815
TransactionId_35533,-1.409601102055974e-06
TransactionId_57929,5.844919418474692e-07
TransactionId_99801,2.813524692436591e-06
TransactionId_112025,-1.409601102055974e-06
TransactionId_116948,0.763670362351823
TransactionId_56663,5.281255724604909e-06
TransactionId_129063,0.763670362351823
TransactionId_63106,2.813524692436591e-06
TransactionId_107061,-2.8716759631468972e-06
TransactionId_16294,2.813524692436591e-06
TransactionId_56143,0.763670362351823
TransactionId_30008,-9.653485517473126e-05
TransactionId_6879,-7.139491719853307e-07
TransactionId_133082,2.813524692436591e-06
TransactionId_5003,1.530544978403896e-06
TransactionId_77088,2.813524692436591e-06
TransactionId_3736,0.0003934611663122759
TransactionId_37155,5.281255724604909e-06
TransactionId_82045,-7.139491719853307e-07
TransactionId_118883,2.813524692436591e-06
TransactionId_86172,2.813524692436591e-06
TransactionId_49043,2.813524692436591e-06
TransactionId_122611,-7.139491719853307e-07
TransactionId_58752,2.813524692436591e-06
TransactionId_8123,5.973924375444627e-05
TransactionId_100112,2.813524692436591e-06
TransactionId_104205,4.585603794534278e-06
TransactionId_56466,2.813524692436591e-06
TransactionId_99620,5.844919418474692e-07
TransactionId_17953,5.844919418474692e-07
TransactionId_90094,2.813524692436591e-06
TransactionId_5292,2.813524692436591e-06
TransactionId_89351,4.0076189449696084e-06
TransactionId_10082,2.813524692436591e-06
TransactionId_59710,3.5091766225072494e-06
TransactionId_11724,2.813524692436591e-06
TransactionId_76051,-1.409601102055974e-06
TransactionId_107139,4.0076189449696084e-06
TransactionId_19567,2.813524692436591e-06
TransactionId_111901,-7.139491719853307e-07
TransactionId_17375,2.813524692436591e-06
TransactionId_88262,5.281255724604909e-06
TransactionId_19686,9.782142911037471e-06
TransactionId_85593,9.782142911037471e-06
TransactionId_34510,5.844919418474692e-07
TransactionId_114690,1.5709805884515547e-06
TransactionId_95888,9.782142911037471e-06
TransactionId_16655,1.5709805884515547e-06
TransactionId_3941,4.0076189449696084e-06
TransactionId_40338,2.813524692436591e-06
TransactionId_14572,5.281255724604909e-06
TransactionId_102003,2.813524692436591e-06
TransactionId_24252,5.844919418474692e-07
TransactionId_30466,2.813524692436591e-06
TransactionId_35364,-1.409601102055974e-06
TransactionId_58429,3.3119670148989753e-06
TransactionId_94411,2.813524692436591e-06
TransactionId_75821,5.844919418474692e-07
TransactionId_66367,2.813524692436591e-06
TransactionId_72724,3.643111756553268e-05
TransactionId_17134,3.643111756553268e-05
TransactionId_119876,3.844950719551103e-06
TransactionId_133361,2.813524692436591e-06
TransactionId_6523,5.844919418474692e-07
TransactionId_14176,2.813524692436591e-06
TransactionId_125142,5.281255724604909e-06
TransactionId_119174,5.281255724604909e-06
TransactionId_55663,2.813524692436591e-06
TransactionId_60680,-1.409601102055974e-06
TransactionId_112020,4.585603794534278e-06
TransactionId_121645,-1.409601102055974e-06
TransactionId_56544,2.813524692436591e-06
TransactionId_2968,2.813524692436591e-06
TransactionId_122482,4.0076189449696084e-06
TransactionId_94759,2.813524692436591e-06
TransactionId_127758,3.3119670148989753e-06
TransactionId_28442,2.813524692436591e-06
TransactionId_132639,4.585603794534278e-06
TransactionId_135045,5.281255724604909e-06
TransactionId_47529,2.813524692436591e-06
TransactionId_103366,3.3119670148989753e-06
TransactionId_56768,2.813524692436591e-06
TransactionId_108093,5.844919418474692e-07
TransactionId_56397,2.813524692436591e-06
TransactionId_32151,4.585603794534278e-06
TransactionId_67898,2.813524692436591e-06
TransactionId_133816,2.3210386457108429e-07
TransactionId_95775,5.844919418474692e-07
TransactionId_136824,2.813524692436591e-06
TransactionId_62944,2.813524692436591e-06
TransactionId_139659,0.00024687556077413933
TransactionId_763,2.813524692436591e-06
TransactionId_61182,2.3210386457108429e-07
TransactionId_50318,2.813524692436591e-06
TransactionId_71935,-1.409601102055974e-06
TransactionId_111258,2.813524692436591e-06
TransactionId_40131,2.3210386457108429e-07
TransactionId_94490,2.813524692436591e-06
TransactionId_137787,-7.139491719853307e-07
TransactionId_1280,2.813524692436591e-06
TransactionId_133242,3.5091766225072494e-06
TransactionId_132157,2.813524692436591e-06
TransactionId_83559,0.00012503010644505976
TransactionId_94689,-7.139491719853307e-07
TransactionId_90728,2.813524692436591e-06
TransactionId_56696,0.0003934611663122759
TransactionId_24053,-0.00016258343242748507
TransactionId_99991,2.813524692436591e-06
TransactionId_16889,-1.409601102055974e-06
TransactionId_37552,2.813524692436591e-06
TransactionId_138758,0.008159993914625921
TransactionId_72203,6.193675947675136e-05
TransactionId_30036,4.585603794534278e-06
TransactionId_51662,0.00024687556077413933
TransactionId_74841,2.813524692436591e-06
TransactionId_43506,2.813524692436591e-06
TransactionId_92881,-1.409601102055974e-06
TransactionId_107548,-1.409601102055974e-06
TransactionId_16864,-7.139491719853307e-07
TransactionId_96914,0.0003934611663122759
TransactionId_20289,2.813524692436591e-06
TransactionId_78445,2.813524692436591e-06
TransactionId_44183,3.5091766225072494e-06
TransactionId_93211,5.844919418474692e-07
TransactionId_34191,4.0076189449696084e-06
TransactionId_53038,2.813524692436591e-06
TransactionId_54054,1.5709805884515547e-06
TransactionId_69116,-9.628485014848308e-06
TransactionId_29481,-5.614082992159741e-06
TransactionId_50703,0.00013017490348220763
TransactionId_40829,4.0076189449696084e-06
TransactionId_35724,0.0003934611663122759
TransactionId_130792,5.281255724604909e-06
TransactionId_45632,-1.111599882231621e-07
TransactionId_38212,5.844919418474692e-07
TransactionId_17039,-0.00016789021244878097
TransactionId_471,-3.138158042476985e-05
TransactionId_103045,4.6172158020531914e-07
TransactionId_133108,-1.409601102055974e-06
TransactionId_131235,2.813524692436591e-06
TransactionId_21819,-1.409601102055974e-06
TransactionId_129328,2.813524692436591e-06
TransactionId_88708,-1.409601102055974e-06
TransactionId_82037,-1.409601102055974e-06
TransactionId_127744,2.813524692436591e-06
TransactionId_55703,0.00012503010644505976
TransactionId_87577,2.813524692436591e-06
TransactionId_28552,3.5091766225072494e-06
TransactionId_19645,4.0076189449696084e-06
TransactionId_11309,-1.409601102055974e-06
TransactionId_4347,2.813524692436591e-06
TransactionId_139542,0.00012503010644505976
TransactionId_11113,-1.409601102055974e-06
TransactionId_125285,2.813524692436591e-06
TransactionId_30545,-1.409601102055974e-06
TransactionId_45750,2.813524692436591e-06
TransactionId_116656,-1.409601102055974e-06
TransactionId_84277,2.813524692436591e-06
TransactionId_7772,-1.409601102055974e-06
TransactionId_61350,2.813524692436591e-06
TransactionId_78670,-1.409601102055974e-06
TransactionId_9678,2.813524692436591e-06
TransactionId_43649,-1.409601102055974e-06
TransactionId_58648,2.813524692436591e-06
TransactionId_42264,-1.409601102055974e-06
TransactionId_111038,2.813524692436591e-06
TransactionId_441,-1.409601102055974e-06
TransactionId_2056,2.813524692436591e-06
TransactionId_90616,-1.409601102055974e-06
TransactionId_133865,-1.409601102055974e-06
TransactionId_34580,2.813524692436591e-06
TransactionId_84689,-1.409601102055974e-06
TransactionId_123453,2.813524692436591e-06
TransactionId_14218,-1.409601102055974e-06
TransactionId_45841,4.0076189449696084e-06
TransactionId_14005,-1.409601102055974e-06
TransactionId_50120,2.813524692436591e-06
TransactionId_53708,5.844919418474692e-07
TransactionId_13179,2.813524692436591e-06
TransactionId_61935,-1.409601102055974e-06
TransactionId_120509,2.813524692436591e-06
TransactionId_7047,-1.409601102055974e-06
TransactionId_135189,2.813524692436591e-06
TransactionId_99466,-1.409601102055974e-06
TransactionId_74015,2.813524692436591e-06
TransactionId_122444,-1.409601102055974e-06
TransactionId_54434,2.813524692436591e-06
TransactionId_97955,-1.409601102055974e-06
TransactionId_82578,-1.409601102055974e-06
TransactionId_82065,2.813524692436591e-06
TransactionId_46038,4.585603794534278e-06
TransactionId_98858,2.813524692436591e-06
TransactionId_93929,-1.409601102055974e-06
TransactionId_5504,2.813524692436591e-06
TransactionId_76119,4.585603794534278e-06
TransactionId_47110,-1.409601102055974e-06
TransactionId_14039,2.813524692436591e-06
TransactionId_28702,2.813524692436591e-06
TransactionId_76287,2.813524692436591e-06
TransactionId_29602,-1.409601102055974e-06
TransactionId_122198,2.813524692436591e-06
TransactionId_86222,-7.139491719853307e-07
TransactionId_21585,2.813524692436591e-06
TransactionId_28873,-0.00016258343242748507
TransactionId_30513,4.0076189449696084e-06
TransactionId_54996,4.585603794534278e-06
TransactionId_15368,2.813524692436591e-06
TransactionId_127286,-0.0009976594912269932
TransactionId_84047,0.00014008766740217682
TransactionId_24873,-3.138158042476985e-05
TransactionId_2078,4.6172158020531914e-07
TransactionId_135103,4.0076189449696084e-06
TransactionId_106090,2.813524692436591e-06
TransactionId_20882,-7.139491719853307e-07
TransactionId_129952,2.813524692436591e-06
TransactionId_58079,5.844919418474692e-07
TransactionId_97821,2.813524692436591e-06
TransactionId_47648,-6.20744243907854e-05
TransactionId_17922,4.0076189449696084e-06
TransactionId_32160,2.813524692436591e-06
TransactionId_38156,3.5091766225072494e-06
TransactionId_82534,-6.11001183130007e-06
TransactionId_132919,2.813524692436591e-06
TransactionId_35160,0.00024687556077413933
TransactionId_96942,2.813524692436591e-06
TransactionId_64271,5.281255724604909e-06
TransactionId_75343,-8.932833084777665e-06
TransactionId_76864,5.281255724604909e-06
TransactionId_16300,4.0076189449696084e-06
TransactionId_135398,2.813524692436591e-06
TransactionId_127750,-1.409601102055974e-06
TransactionId_61840,5.281255724604909e-06
TransactionId_81193,2.813524692436591e-06
