Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC07,OUT017,1691.9078017391303
NCD19,OUT027,1378.263185276074
FDL46,OUT049,2293.906512903225
FDM20,OUT045,4247.813579856116
NCI06,OUT010,425.9355914529916
DRM11,OUT035,4606.651356603774
NCH07,OUT018,2232.8470218487396
FDS23,OUT013,1952.3712349514567
FDO49,OUT018,713.8586545454549
FDS35,OUT049,1103.1862133333332
DRK39,OUT045,1481.8506141732287
DRI39,OUT049,796.6402682539682
FDV04,OUT017,2222.6712822580653
NCN14,OUT035,2919.0371914893626
FDH08,OUT013,3627.5498912621374
FDS20,OUT046,3480.072957352939
FDV40,OUT049,1103.1862133333332
FDZ48,OUT010,281.4820818181818
FDS24,OUT027,2517.8820884848474
FDK44,OUT049,2568.33283364486
FDS48,OUT045,2660.950403030303
FDK26,OUT010,482.69954262295084
FDD23,OUT045,2911.4114396396403
NCH54,OUT017,2894.2207107142867
NCP14,OUT010,219.21852093023253
FDM60,OUT010,92.67548155339804
FDV24,OUT017,2490.5268867052023
FDH08,OUT018,3327.9525829268287
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.314724444443
FDP12,OUT027,1378.263185276074
DRF60,OUT027,6280.890880000001
FDC09,OUT035,1784.4287381818174
FDF50,OUT018,3164.305884313725
FDG28,OUT035,3881.9171284552845
NCE19,OUT017,935.0323883040938
NCM53,OUT010,281.4820818181818
NCN18,OUT049,1691.9078017391303
FDF32,OUT035,3164.305884313725
FDF11,OUT013,3627.5498912621374
DRI59,OUT049,4247.813579856116
NCG54,OUT035,2894.2207107142867
FDM44,OUT046,1691.9078017391303
FDT57,OUT018,3327.9525829268287
FDV24,OUT046,2490.5268867052023
FDI50,OUT019,584.7577647727275
FDS09,OUT035,713.8586545454549
NCC31,OUT027,4117.317712631577
FDQ07,OUT019,584.7577647727275
FDC22,OUT017,3164.305884313725
FDZ56,OUT046,2894.2207107142867
FDZ40,OUT019,165.91858165137612
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.8328454545456
FDV45,OUT017,2911.4114396396403
FDL26,OUT045,2894.2207107142867
FDA56,OUT018,1752.2524399999998
FDN27,OUT046,1922.149381714286
FDM20,OUT049,4247.813579856116
FDO16,OUT017,1481.8506141732287
FDL03,OUT035,2919.0371914893626
FDE58,OUT046,1922.149381714286
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339804
FDR03,OUT018,3327.9525829268287
FDB14,OUT017,1424.5946902777778
FDR45,OUT013,4247.813579856116
NCN07,OUT017,1952.3712349514567
FDM51,OUT019,219.21852093023253
FDT52,OUT027,6280.890880000001
FDL26,OUT046,2660.950403030303
NCZ42,OUT046,3627.5498912621374
DRI47,OUT019,346.89728372093026
FDW40,OUT013,2252.9139603174604
FDN34,OUT046,2894.2207107142867
FDS01,OUT035,2851.63169587629
NCG55,OUT045,1827.8328454545456
FDC11,OUT035,1424.5946902777778
FDX35,OUT018,3327.9525829268287
NCB06,OUT046,2894.2207107142867
FDR09,OUT019,584.7577647727275
FDC53,OUT017,1559.342975268817
FDY45,OUT013,4054.674014414415
FDA22,OUT010,425.9355914529916
FDE02,OUT035,1559.342975268817
FDW21,OUT045,1879.0540500000002
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1784.4287381818174
NCW17,OUT017,2293.906512903225
NCK54,OUT046,1922.149381714286
FDG17,OUT019,584.7577647727275
FDG35,OUT017,3104.189829906543
FDD08,OUT010,92.67548155339804
NCO07,OUT017,3627.5498912621374
FDJ10,OUT010,281.4820818181818
FDW36,OUT017,1499.24844
FDW21,OUT010,219.21852093023253
FDY19,OUT017,1922.149381714286
DRE03,OUT013,798.2176035398223
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137612
FDO09,OUT017,3993.1739115384607
FDU43,OUT045,3881.9171284552845
FDX09,OUT010,425.9355914529916
FDH40,OUT019,219.21852093023253
FDW58,OUT017,1691.9078017391303
FDC47,OUT017,3719.064328378379
NCR41,OUT035,1559.342975268817
DRG49,OUT035,3719.064328378379
FDC52,OUT027,4117.317712631577
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,507.046403669725
FDI35,OUT017,3328.207380952381
NCU18,OUT049,2252.9139603174604
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631577
FDU01,OUT049,2827.3566888888895
NCU42,OUT046,2611.459542342342
NCV29,OUT018,2851.63169587629
NCY30,OUT017,2919.0371914893626
FDQ46,OUT049,1879.0540500000002
FDG58,OUT027,4117.317712631577
FDK33,OUT017,3627.5498912621374
NCD07,OUT045,1827.8328454545456
NCX29,OUT027,4117.317712631577
NCT42,OUT013,2490.5268867052023
DRN59,OUT035,798.2176035398223
FDI44,OUT035,1243.0689297709926
FDA45,OUT049,2568.33283364486
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1922.149381714286
FDT09,OUT018,1752.2524399999998
DRH03,OUT027,2517.8820884848474
FDA36,OUT018,2827.3566888888895
NCF31,OUT017,2222.6712822580653
FDG14,OUT049,2490.5268867052023
FDG28,OUT027,6280.890880000001
FDU14,OUT049,4606.651356603774
FDY47,OUT019,281.4820818181818
FDI56,OUT049,1259.54905131579
DRD01,OUT013,796.6402682539682
FDM22,OUT046,935.0323883040938
FDH33,OUT013,507.046403669725
DRZ24,OUT013,1922.149381714286
NCQ38,OUT046,1691.9078017391303
FDO16,OUT027,2517.8820884848474
FDU07,OUT027,4117.317712631577
NCB07,OUT013,2919.0371914893626
FDU48,OUT045,1827.8328454545456
NCM43,OUT045,2894.2207107142867
FDR31,OUT010,346.89728372093026
DRK49,OUT018,507.046403669725
NCI30,OUT010,584.7577647727275
DRD60,OUT017,3328.207380952381
NCG19,OUT046,3719.064328378379
FDH12,OUT035,1499.24844
FDM32,OUT035,1424.5946902777778
FDM27,OUT035,2894.2207107142867
NCU53,OUT027,4117.317712631577
NCQ18,OUT046,1559.342975268817
FDS10,OUT013,2568.33283364486
FDB33,OUT027,4117.317712631577
FDI12,OUT013,1424.5946902777778
NCW42,OUT013,3881.9171284552845
NCC06,OUT018,1752.2524399999998
FDW02,OUT017,1952.3712349514567
NCD43,OUT017,1691.9078017391303
FDM57,OUT018,1259.54905131579
FDA58,OUT017,3719.064328378379
FDK56,OUT046,3480.072957352939
FDP52,OUT045,3627.5498912621374
FDW20,OUT018,1752.2524399999998
FDS52,OUT049,1691.9078017391303
NCT29,OUT018,1752.2524399999998
NCL54,OUT013,2851.63169587629
FDC05,OUT045,3164.305884313725
FDF34,OUT035,2827.3566888888895
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023253
FDZ10,OUT045,1827.8328454545456
FDZ40,OUT035,935.0323883040938
FDD51,OUT018,507.046403669725
NCY30,OUT019,425.9355914529916
FDP58,OUT017,3387.3895120689645
FDV49,OUT017,4054.674014414415
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1499.24844
FDR13,OUT017,1922.149381714286
FDS51,OUT017,935.0323883040938
FDP26,OUT045,1879.0540500000002
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3164.305884313725
FDN31,OUT018,3164.305884313725
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.7477006993013
DRL01,OUT046,3627.5498912621374
FDV56,OUT049,1784.4287381818174
DRH13,OUT027,2517.8820884848474
FDA03,OUT017,2453.7477006993013
FDF47,OUT027,5329.314724444443
FDX32,OUT046,2660.950403030303
FDX57,OUT049,1559.342975268817
NCA30,OUT045,2919.0371914893626
FDO49,OUT013,713.8586545454549
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3387.3895120689645
NCC19,OUT018,3164.305884313725
NCE42,OUT045,3627.5498912621374
FDY24,OUT017,935.0323883040938
FDH19,OUT049,2568.33283364486
FDJ46,OUT013,2851.63169587629
FDN45,OUT010,584.7577647727275
FDY08,OUT035,2252.9139603174604
FDZ37,OUT035,1481.8506141732287
NCT30,OUT045,798.2176035398223
DRY23,OUT018,507.046403669725
NCZ30,OUT018,1752.2524399999998
FDC44,OUT018,1752.2524399999998
FDB45,OUT035,1691.9078017391303
FDY04,OUT013,2894.2207107142867
FDM27,OUT046,2894.2207107142867
FDZ43,OUT017,3881.9171284552845
FDT39,OUT019,346.89728372093026
NCC06,OUT019,281.4820818181818
FDL15,OUT027,4117.317712631577
FDL57,OUT017,4606.651356603774
FDU08,OUT046,1559.342975268817
FDK40,OUT017,4054.674014414415
FDQ12,OUT010,584.7577647727275
FDS48,OUT017,2660.950403030303
FDP09,OUT045,4247.813579856116
FDW21,OUT049,1559.342975268817
FDY25,OUT035,3328.207380952381
DRE13,OUT017,1481.8506141732287
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1499.24844
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.69954262295084
FDM25,OUT046,2851.63169587629
NCN41,OUT049,2089.971043283581
FDU24,OUT045,1481.8506141732287
FDZ50,OUT046,3480.072957352939
FDP45,OUT013,4054.674014414415
NCM54,OUT045,1827.8328454545456
FDW10,OUT019,425.9355914529916
FDP20,OUT017,1952.3712349514567
FDK32,OUT046,2660.950403030303
FDN52,OUT049,1259.54905131579
FDM58,OUT045,1784.4287381818174
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524399999998
FDD35,OUT046,2293.906512903225
NCK31,OUT035,713.8586545454549
FDI40,OUT027,2517.8820884848474
FDT50,OUT019,219.21852093023253
NCT06,OUT046,2894.2207107142867
FDT31,OUT035,2827.3566888888895
FDT45,OUT049,796.6402682539682
FDT13,OUT045,2911.4114396396403
FDO50,OUT045,1424.5946902777778
NCU18,OUT010,281.4820818181818
NCR54,OUT049,3480.072957352939
NCO18,OUT018,2851.63169587629
FDU09,OUT045,935.0323883040938
FDT13,OUT018,2911.4114396396403
FDE09,OUT046,1691.9078017391303
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3627.5498912621374
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727275
FDD14,OUT027,5329.314724444443
FDC09,OUT046,1784.4287381818174
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,2293.906512903225
FDS32,OUT013,2252.9139603174604
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3719.064328378379
DRE15,OUT049,1259.54905131579
NCL42,OUT045,4247.813579856116
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1259.54905131579
FDZ59,OUT046,2611.459542342342
FDE45,OUT010,425.9355914529916
FDJ07,OUT013,1922.149381714286
FDQ45,OUT018,2827.3566888888895
FDM33,OUT027,5329.314724444443
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1481.8506141732287
FDR03,OUT045,3627.5498912621374
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.8328454545456
FDW10,OUT049,2568.33283364486
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3328.207380952381
FDU45,OUT013,1922.149381714286
FDV02,OUT035,2894.2207107142867
FDN09,OUT046,4247.813579856116
NCM55,OUT027,5329.314724444443
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.89728372093026
FDW03,OUT010,219.21852093023253
FDD14,OUT046,2919.0371914893626
FDV23,OUT017,1952.3712349514567
DRI03,OUT045,2851.63169587629
FDN13,OUT035,1559.342975268817
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1424.5946902777778
FDB57,OUT049,4247.813579856116
FDV12,OUT049,1559.342975268817
FDQ58,OUT013,2490.5268867052023
NCA18,OUT017,1922.149381714286
FDH52,OUT049,796.6402682539682
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444443
NCO18,OUT019,425.9355914529916
FDM32,OUT017,1424.5946902777778
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4606.651356603774
FDP59,OUT017,1784.4287381818174
FDQ24,OUT049,4054.674014414415
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2894.2207107142867
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,935.0323883040938
FDR56,OUT046,3480.072957352939
FDV39,OUT049,2827.3566888888895
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727275
FDX02,OUT045,3881.9171284552845
NCS42,OUT018,1259.54905131579
FDY57,OUT027,2517.8820884848474
FDB21,OUT049,3719.064328378379
FDE28,OUT017,3719.064328378379
FDQ55,OUT017,1922.149381714286
FDA48,OUT049,3387.3895120689645
FDZ19,OUT045,2851.63169587629
NCC43,OUT045,3993.1739115384607
NCV18,OUT046,1481.8506141732287
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4054.674014414415
NCC30,OUT045,2568.33283364486
FDM57,OUT013,1243.0689297709926
FDL09,OUT010,425.9355914529916
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2089.971043283581
NCT06,OUT027,4117.317712631577
FDX26,OUT049,3480.072957352939
FDK32,OUT013,2660.950403030303
DRA12,OUT046,2252.9139603174604
FDO46,OUT010,482.69954262295084
FDE52,OUT013,1424.5946902777778
NCH42,OUT045,4247.813579856116
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,281.4820818181818
FDD22,OUT046,1922.149381714286
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,4247.813579856116
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4606.651356603774
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1691.9078017391303
FDS08,OUT049,2851.63169587629
FDX47,OUT045,2222.6712822580653
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,3627.5498912621374
FDL14,OUT045,2222.6712822580653
FDM33,OUT019,584.7577647727275
FDA51,OUT045,1827.8328454545456
FDZ27,OUT018,713.8586545454549
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2089.971043283581
FDR16,OUT027,5329.314724444443
FDQ03,OUT027,6280.890880000001
FDE38,OUT035,2611.459542342342
DRH23,OUT027,1378.263185276074
FDT11,OUT019,482.69954262295084
FDD09,OUT035,2851.63169587629
FDR40,OUT045,1481.8506141732287
FDX07,OUT017,2919.0371914893626
FDR07,OUT035,1559.342975268817
FDA51,OUT017,1922.149381714286
FDT59,OUT019,584.7577647727275
FDF20,OUT017,2911.4114396396403
FDR13,OUT045,1827.8328454545456
FDY26,OUT049,4247.813579856116
FDW04,OUT017,1952.3712349514567
FDK52,OUT017,3719.064328378379
FDN60,OUT049,2894.2207107142867
FDM09,OUT019,425.9355914529916
FDP46,OUT049,1259.54905131579
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,3993.1739115384607
FDP16,OUT027,6280.890880000001
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.69954262295084
FDN22,OUT046,3993.1739115384607
FDF39,OUT049,4054.674014414415
FDS21,OUT017,935.0323883040938
NCM42,OUT013,1879.0540500000002
FDK50,OUT019,425.9355914529916
DRF13,OUT027,4117.317712631577
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.89728372093026
FDE38,OUT049,2611.459542342342
FDI04,OUT049,3480.072957352939
NCH54,OUT045,2894.2207107142867
FDT56,OUT049,796.6402682539682
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2827.3566888888895
FDP21,OUT049,3480.072957352939
FDH05,OUT013,3719.064328378379
FDR10,OUT027,4117.317712631577
NCP06,OUT045,2453.7477006993013
FDF33,OUT049,1879.0540500000002
DRK37,OUT013,2827.3566888888895
DRH49,OUT045,1243.0689297709926
FDT58,OUT013,2611.459542342342
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.8820884848474
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040938
FDB10,OUT010,584.7577647727275
FDM40,OUT035,2252.9139603174604
NCI06,OUT017,3328.207380952381
FDW12,OUT019,346.89728372093026
FDX48,OUT027,4117.317712631577
NCW05,OUT027,2517.8820884848474
FDX27,OUT017,1559.342975268817
DRM37,OUT045,3164.305884313725
FDA38,OUT045,4247.813579856116
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3480.072957352939
FDG05,OUT017,2222.6712822580653
FDK28,OUT013,4606.651356603774
FDV47,OUT045,1424.5946902777778
FDN21,OUT045,2453.7477006993013
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3328.207380952381
DRY23,OUT013,507.046403669725
FDA56,OUT017,2293.906512903225
FDB09,OUT013,2089.971043283581
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.149381714286
NCG42,OUT017,1952.3712349514567
DRI13,OUT027,5329.314724444443
FDQ32,OUT013,1952.3712349514567
FDW16,OUT035,1424.5946902777778
FDU27,OUT046,798.2176035398223
FDR28,OUT010,425.9355914529916
FDQ49,OUT010,346.89728372093026
FDS37,OUT046,1922.149381714286
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2453.7477006993013
FDW45,OUT010,346.89728372093026
NCN30,OUT049,1559.342975268817
FDN24,OUT049,796.6402682539682
NCL41,OUT027,1378.263185276074
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.9355914529916
FDS33,OUT010,219.21852093023253
FDU22,OUT045,1827.8328454545456
FDI53,OUT013,2611.459542342342
DRH01,OUT049,2568.33283364486
FDX32,OUT013,2252.9139603174604
NCP30,OUT018,507.046403669725
FDB60,OUT045,2911.4114396396403
FDB14,OUT049,1259.54905131579
NCP02,OUT035,935.0323883040938
FDJ10,OUT017,2252.9139603174604
FDG34,OUT046,1784.4287381818174
NCB18,OUT017,1424.5946902777778
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1259.54905131579
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2252.9139603174604
FDF41,OUT019,584.7577647727275
FDH16,OUT045,1424.5946902777778
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,796.6402682539682
DRJ37,OUT013,2490.5268867052023
DRJ24,OUT027,5329.314724444443
FDY16,OUT035,2919.0371914893626
FDQ27,OUT045,1879.0540500000002
FDZ33,OUT045,2490.5268867052023
FDF29,OUT045,1827.8328454545456
FDA08,OUT049,2611.459542342342
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.69954262295084
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4054.674014414415
DRZ24,OUT018,1752.2524399999998
NCL54,OUT035,2851.63169587629
FDR12,OUT049,3104.189829906543
NCC54,OUT046,3719.064328378379
DRN59,OUT013,798.2176035398223
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444443
NCA29,OUT027,4117.317712631577
FDW60,OUT049,2851.63169587629
FDX08,OUT017,3328.207380952381
DRD49,OUT013,3719.064328378379
FDD33,OUT046,3719.064328378379
FDW35,OUT013,507.046403669725
FDJ36,OUT017,1784.4287381818174
FDV51,OUT035,2894.2207107142867
FDW36,OUT046,1499.24844
FDH35,OUT046,2453.7477006993013
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3719.064328378379
FDP19,OUT018,1752.2524399999998
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1691.9078017391303
FDY10,OUT013,1922.149381714286
FDP12,OUT018,507.046403669725
NCN26,OUT049,1922.149381714286
FDK44,OUT013,2568.33283364486
FDC28,OUT049,1879.0540500000002
FDJ41,OUT027,6280.890880000001
NCT29,OUT035,2089.971043283581
NCH42,OUT019,584.7577647727275
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3164.305884313725
FDC51,OUT046,2293.906512903225
FDU03,OUT013,2919.0371914893626
FDX39,OUT045,3881.9171284552845
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.890880000001
FDD32,OUT035,1243.0689297709926
NCN41,OUT045,1827.8328454545456
NCX53,OUT049,2293.906512903225
FDU57,OUT019,346.89728372093026
FDQ23,OUT046,1879.0540500000002
FDQ52,OUT045,3993.1739115384607
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2568.33283364486
FDQ28,OUT045,2894.2207107142867
FDV25,OUT046,3881.9171284552845
FDJ07,OUT035,1922.149381714286
DRB25,OUT049,1499.24844
FDK52,OUT019,584.7577647727275
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3480.072957352939
FDT36,OUT035,583.8145788617884
FDV25,OUT017,3881.9171284552845
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2919.0371914893626
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,2894.2207107142867
NCX41,OUT035,3627.5498912621374
NCD06,OUT035,798.2176035398223
FDW08,OUT045,1499.24844
NCU29,OUT017,2490.5268867052023
NCE06,OUT013,2222.6712822580653
FDV52,OUT010,281.4820818181818
FDB02,OUT017,2851.63169587629
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1559.342975268817
NCQ29,OUT010,584.7577647727275
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2222.6712822580653
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2851.63169587629
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1691.9078017391303
FDU40,OUT027,5329.314724444443
NCF54,OUT013,2568.33283364486
FDH46,OUT045,1879.0540500000002
NCP14,OUT049,1879.0540500000002
FDH50,OUT049,2827.3566888888895
DRF15,OUT010,346.89728372093026
FDV27,OUT027,2517.8820884848474
NCJ06,OUT049,2089.971043283581
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,798.2176035398223
FDQ07,OUT017,3387.3895120689645
FDS45,OUT049,1879.0540500000002
NCJ06,OUT045,1827.8328454545456
FDD36,OUT035,1922.149381714286
FDY25,OUT045,3328.207380952381
FDU52,OUT046,2222.6712822580653
DRK47,OUT017,3719.064328378379
NCL30,OUT017,1952.3712349514567
FDN22,OUT035,3993.1739115384607
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4606.651356603774
FDT45,OUT017,935.0323883040938
NCC54,OUT027,6280.890880000001
FDP08,OUT018,2919.0371914893626
FDU44,OUT046,2894.2207107142867
DRG39,OUT035,935.0323883040938
